unit_ref,tenancy_id,tenancy_start_date,tenancy_end_date
Unit3405,Tenant5685,30/06/2003,
Unit9149,Tenant5686,12/05/2003,
Unit4569,Tenant5687,22/05/1995,
Unit4326,Tenant5688,14/10/2002,
Unit2281,Tenant5689,18/10/2010,
Unit318,Tenant5690,26/02/1996,
Unit6369,Tenant5691,11/07/1994,
Unit3795,Tenant5692,16/07/2012,17/01/2021
Unit6043,Tenant5693,14/10/2013,
Unit129,Tenant5694,15/10/2012,
Unit9416,Tenant5695,25/08/1997,18/04/2021
Unit9547,Tenant5696,01/10/2018,
Unit311,Tenant5697,18/04/2005,
Unit3035,Tenant5698,30/03/2009,
Unit1660,Tenant5699,29/01/2001,
Unit7823,Tenant5700,07/05/1990,
Unit3588,Tenant5701,30/07/2001,
Unit6178,Tenant5702,30/09/2019,
Unit6178,Tenant5703,27/06/2011,28/07/2019
Unit7229,Tenant5704,29/07/1996,
Unit2138,Tenant5705,22/10/2012,
Unit6093,Tenant5706,19/07/2004,
Unit1848,Tenant5707,21/05/2012,
Unit9852,Tenant5708,14/12/1998,
Unit867,Tenant5709,18/08/2014,
Unit2484,Tenant5710,25/08/2014,
Unit7366,Tenant5711,01/08/1983,
Unit7984,Tenant5712,17/10/2016,24/01/2021
Unit3248,Tenant5713,05/05/1997,
Unit7097,Tenant5714,19/12/2016,
Unit8482,Tenant5715,17/11/2008,
Unit1412,Tenant5716,18/04/1977,10/01/2021
Unit422,Tenant5717,04/02/2013,
Unit8027,Tenant5718,06/04/1998,
Unit1659,Tenant5719,18/01/1993,
Unit8323,Tenant5720,12/05/1980,
Unit8174,Tenant5721,02/08/2004,
Unit9073,Tenant5722,14/08/1995,07/04/2019
Unit9073,Tenant5723,01/07/2019,
Unit1765,Tenant5724,19/07/2004,
Unit4174,Tenant5725,29/09/2008,
Unit3938,Tenant5726,20/11/2017,
Unit1109,Tenant5727,15/11/1993,
Unit337,Tenant5728,13/02/2006,15/03/2020
Unit337,Tenant5729,22/06/2020,
Unit7730,Tenant5730,25/02/2008,
Unit880,Tenant5731,23/10/2017,
Unit9236,Tenant5732,28/03/1994,
Unit2499,Tenant5733,29/10/2007,
Unit8052,Tenant5734,07/01/2013,
Unit861,Tenant5735,02/06/2014,
Unit547,Tenant5736,12/06/1995,
Unit813,Tenant5737,12/10/2009,
Unit2591,Tenant5738,10/06/2013,
Unit2959,Tenant5739,10/06/2019,
Unit2959,Tenant5740,25/08/1997,28/04/2019
Unit8108,Tenant5741,15/06/1992,
Unit4600,Tenant5742,27/07/1998,
Unit370,Tenant5743,09/09/2019,
Unit370,Tenant5744,23/04/1984,21/04/2019
Unit1438,Tenant5745,09/01/2012,25/10/2020
Unit2442,Tenant5746,02/12/1985,
Unit388,Tenant5747,13/11/2000,
Unit8034,Tenant5748,09/02/2004,
Unit1621,Tenant5749,05/07/1993,
Unit7724,Tenant5750,30/04/2012,
Unit5996,Tenant5751,19/10/1998,
Unit3413,Tenant5752,21/01/1991,
Unit3903,Tenant5753,31/07/2000,
Unit1492,Tenant5754,18/07/2011,
Unit7918,Tenant5755,25/06/2018,
Unit6543,Tenant5756,27/10/2008,
Unit5144,Tenant5757,09/12/2013,
Unit3805,Tenant5758,24/04/1995,
Unit4020,Tenant5759,12/06/1995,
Unit9546,Tenant5760,19/01/2009,
Unit378,Tenant5761,21/02/1994,
Unit2864,Tenant5762,09/03/1998,
Unit6951,Tenant5763,04/11/2002,
Unit669,Tenant5764,06/08/1990,
Unit9254,Tenant5765,14/07/2003,
Unit7129,Tenant5766,25/05/1992,06/09/2020
Unit8810,Tenant5767,19/10/2020,
Unit8810,Tenant5768,23/09/1996,27/10/2019
Unit216,Tenant5769,14/04/1997,
Unit7694,Tenant5770,10/07/1995,
Unit8400,Tenant5771,04/12/2006,
Unit120,Tenant5772,17/04/1995,
Unit8585,Tenant5773,16/09/2013,
Unit5272,Tenant5774,01/03/1999,
Unit4650,Tenant5775,15/08/1988,
Unit8357,Tenant5776,27/01/2003,
Unit1209,Tenant5777,18/12/2000,
Unit5872,Tenant5778,07/07/2008,
Unit8300,Tenant5779,17/02/1992,
Unit7011,Tenant5780,04/10/1993,
Unit2580,Tenant5781,14/02/1994,
Unit1353,Tenant5782,26/03/2012,18/04/2021
Unit4675,Tenant5783,13/02/1998,
Unit8771,Tenant5784,24/06/1996,
Unit2396,Tenant5785,26/08/2013,
Unit3869,Tenant5786,04/07/1994,
Unit3877,Tenant5787,21/10/1991,
Unit9866,Tenant5788,05/10/2020,
Unit9866,Tenant5789,06/04/1998,13/09/2020
Unit6420,Tenant5790,16/12/2013,
Unit6955,Tenant5791,08/03/2010,
Unit3858,Tenant5792,05/10/1992,
Unit7066,Tenant5793,31/12/2012,
Unit4625,Tenant5794,23/11/2009,
Unit2888,Tenant5795,25/04/2019,
Unit2888,Tenant5796,11/09/2014,25/04/2019
Unit9382,Tenant5797,07/02/2000,
Unit6731,Tenant5798,06/10/2016,
Unit9574,Tenant5799,10/11/2017,
Unit1738,Tenant5800,09/12/2020,
Unit1738,Tenant5801,24/02/2017,09/12/2020
Unit9723,Tenant5802,30/01/2017,25/03/2021
Unit9503,Tenant5803,17/02/2017,
Unit2816,Tenant5804,30/06/2017,
Unit2060,Tenant5805,11/11/2019,
Unit2060,Tenant5806,09/11/2017,29/09/2019
Unit1063,Tenant5807,02/12/2013,
Unit2370,Tenant5808,07/10/1974,
Unit9356,Tenant5809,21/01/2002,
Unit1948,Tenant5810,14/03/2005,
Unit226,Tenant5811,23/12/2013,
Unit5243,Tenant5812,05/05/2014,
Unit4813,Tenant5813,02/12/1996,
Unit2242,Tenant5814,20/07/2009,
Unit4398,Tenant5815,21/08/2018,
Unit7844,Tenant5816,30/09/2002,
Unit8305,Tenant5817,21/06/1999,
Unit8978,Tenant5818,30/09/2019,
Unit8978,Tenant5819,19/08/2019,29/09/2019
Unit8978,Tenant5820,09/01/2012,30/06/2019
Unit289,Tenant5821,24/01/1994,
Unit9352,Tenant5822,27/07/1992,
Unit9279,Tenant5823,21/02/2011,
Unit3416,Tenant5824,06/05/1991,
Unit2399,Tenant5825,17/04/1995,
Unit5133,Tenant5826,17/10/2011,
Unit8941,Tenant5827,11/02/2013,
Unit935,Tenant5828,25/07/1994,29/09/2019
Unit935,Tenant5829,11/11/2019,15/03/2020
Unit935,Tenant5830,15/06/2020,
Unit1019,Tenant5831,22/01/2018,
Unit4445,Tenant5832,02/09/2013,
Unit8278,Tenant5833,01/09/2008,
Unit7873,Tenant5834,14/09/1992,25/08/2019
Unit7873,Tenant5835,02/12/2019,
Unit9714,Tenant5836,07/04/2003,28/03/2021
Unit1925,Tenant5837,27/01/2014,
Unit4013,Tenant5838,16/10/2006,
Unit3120,Tenant5839,21/12/1998,
Unit3469,Tenant5840,20/10/1975,
Unit644,Tenant5841,10/03/2014,
Unit2695,Tenant5842,14/11/2016,
Unit3439,Tenant5843,06/09/1993,29/03/2020
Unit3439,Tenant5844,25/05/2020,
Unit1024,Tenant5845,18/05/2009,
Unit4390,Tenant5846,16/05/1994,
Unit2739,Tenant5847,24/11/2003,20/01/2019
Unit2739,Tenant5848,04/02/2019,
Unit3040,Tenant5849,11/12/2017,
Unit175,Tenant5850,28/05/2012,
Unit4235,Tenant5851,05/09/2011,
Unit6617,Tenant5852,25/02/2002,
Unit1178,Tenant5853,08/10/2012,
Unit8830,Tenant5854,10/12/2018,
Unit5600,Tenant5855,29/05/2017,
Unit1262,Tenant5856,27/06/2005,
Unit6173,Tenant5857,26/09/2016,
Unit713,Tenant5858,30/08/2004,
Unit2425,Tenant5859,17/07/2017,
Unit4705,Tenant5860,26/05/2008,
Unit8870,Tenant5861,11/11/2019,
Unit8870,Tenant5862,20/06/2005,16/06/2019
Unit9365,Tenant5863,08/03/2010,
Unit4857,Tenant5864,14/08/1989,
Unit5192,Tenant5865,05/08/2013,15/03/2020
Unit1534,Tenant5866,11/10/2010,
Unit2444,Tenant5867,11/10/2010,
Unit3242,Tenant5868,11/10/2010,
Unit3329,Tenant5869,09/01/1984,
Unit9344,Tenant5870,28/09/2018,
Unit2946,Tenant5871,05/07/2010,
Unit4552,Tenant5872,11/10/2010,02/02/2020
Unit4552,Tenant5873,10/08/2020,
Unit1603,Tenant5874,11/10/2010,
Unit8194,Tenant5875,04/09/2015,
Unit674,Tenant5876,04/07/2011,
Unit2272,Tenant5877,14/06/2004,
Unit7796,Tenant5878,12/07/1993,
Unit5390,Tenant5879,20/06/2011,
Unit7088,Tenant5880,27/04/2009,
Unit563,Tenant5881,09/10/2006,
Unit9339,Tenant5882,18/10/2010,
Unit2170,Tenant5883,13/09/2010,
Unit7126,Tenant5884,04/04/2011,
Unit7387,Tenant5885,20/03/2017,
Unit5511,Tenant5886,04/03/2013,
Unit6273,Tenant5887,30/11/1992,
Unit9971,Tenant5888,15/03/1976,30/08/2020
Unit3577,Tenant5889,07/11/2016,
Unit9014,Tenant5890,05/03/2012,
Unit8570,Tenant5891,10/06/2013,
Unit5489,Tenant5892,12/06/2017,
Unit258,Tenant5893,14/01/2013,17/02/2019
Unit258,Tenant5894,18/03/2019,
Unit1967,Tenant5895,26/05/2014,26/05/2019
Unit1967,Tenant5896,24/06/2019,17/05/2020
Unit1967,Tenant5897,22/06/2020,
Unit2680,Tenant5898,28/08/2000,
Unit2667,Tenant5899,06/03/2000,
Unit506,Tenant5900,04/02/2013,
Unit5714,Tenant5901,10/03/2014,
Unit5265,Tenant5902,07/06/1965,12/01/2020
Unit5265,Tenant5903,10/02/2020,
Unit661,Tenant5904,17/04/2017,26/01/2020
Unit661,Tenant5905,27/01/2020,
Unit420,Tenant5906,04/10/1993,
Unit7519,Tenant5907,24/01/1994,
Unit646,Tenant5908,30/10/2006,
Unit58,Tenant5909,27/09/2004,
Unit3072,Tenant5910,25/06/2007,29/09/2019
Unit3072,Tenant5911,30/09/2019,
Unit5611,Tenant5912,31/10/2011,
Unit8616,Tenant5913,12/12/2016,
Unit2252,Tenant5914,05/04/1993,
Unit1104,Tenant5915,24/06/2013,
Unit4603,Tenant5916,16/07/2018,
Unit3489,Tenant5917,08/12/2014,
Unit4028,Tenant5918,11/10/2010,
Unit5873,Tenant5919,21/05/2018,
Unit9694,Tenant5920,16/11/2009,
Unit340,Tenant5921,19/02/2018,
Unit1257,Tenant5922,24/08/2009,
Unit9050,Tenant5923,25/08/1986,
Unit4437,Tenant5924,10/02/2014,
Unit4268,Tenant5925,21/03/1994,
Unit9413,Tenant5926,25/10/1999,
Unit9052,Tenant5927,16/03/2015,14/02/2021
Unit2737,Tenant5928,02/04/2012,
Unit7019,Tenant5929,12/08/2019,
Unit2533,Tenant5930,20/02/1995,
Unit3307,Tenant5931,09/12/2013,21/07/2019
Unit3307,Tenant5932,22/07/2019,
Unit5637,Tenant5933,30/09/2002,
Unit5397,Tenant5934,08/02/2016,01/12/2019
Unit5397,Tenant5935,08/06/2020,
Unit1979,Tenant5936,30/04/2007,
Unit7104,Tenant5937,15/02/2010,
Unit5980,Tenant5938,19/01/2015,
Unit3792,Tenant5939,08/05/1995,
Unit9442,Tenant5940,03/10/2005,
Unit4254,Tenant5941,11/10/2010,
Unit5229,Tenant5942,11/11/2016,
Unit1696,Tenant5943,26/11/2007,
Unit2731,Tenant5944,17/05/2004,
Unit2900,Tenant5945,16/12/1996,
Unit7685,Tenant5946,11/03/2013,
Unit3571,Tenant5947,29/08/1994,
Unit9035,Tenant5948,14/03/1994,
Unit7721,Tenant5949,04/09/2000,
Unit9519,Tenant5950,22/03/1993,
Unit1344,Tenant5951,22/02/1993,
Unit5698,Tenant5952,09/08/2004,
Unit545,Tenant5953,25/03/2002,
Unit6186,Tenant5954,24/04/1995,
Unit6601,Tenant5955,20/10/2014,22/03/2020
Unit6601,Tenant5956,07/09/2020,
Unit1417,Tenant5957,04/07/2011,
Unit6085,Tenant5958,06/09/2004,
Unit6072,Tenant5959,18/04/1994,
Unit969,Tenant5960,12/11/2001,
Unit3761,Tenant5961,20/05/2013,
Unit6331,Tenant5962,10/05/1993,
Unit8996,Tenant5963,24/02/2014,
Unit4152,Tenant5964,19/10/1998,
Unit1532,Tenant5965,27/08/1984,
Unit1643,Tenant5966,15/06/2015,
Unit8215,Tenant5967,19/09/2011,
Unit2715,Tenant5968,15/09/2014,
Unit1009,Tenant5969,13/10/2014,
Unit6130,Tenant5970,10/10/2016,
Unit9638,Tenant5971,29/06/2011,12/04/2019
Unit9638,Tenant5972,12/04/2019,
Unit2996,Tenant5973,20/10/2011,
Unit7664,Tenant5974,11/10/2010,
Unit782,Tenant5975,11/10/2010,
Unit2651,Tenant5976,11/10/2010,
Unit2802,Tenant5977,06/08/2018,10/11/2019
Unit7829,Tenant5978,25/11/2016,31/10/2019
Unit7829,Tenant5979,31/10/2019,
Unit1458,Tenant5980,16/03/2015,
Unit5695,Tenant5981,11/10/2010,
Unit4217,Tenant5982,11/10/2010,
Unit4664,Tenant5983,11/10/2010,
Unit346,Tenant5984,13/03/2017,
Unit1377,Tenant5985,11/10/2010,
Unit8162,Tenant5986,21/02/2011,
Unit4135,Tenant5987,24/10/2014,01/08/2019
Unit4135,Tenant5988,01/08/2019,
Unit479,Tenant5989,11/10/2010,
Unit1695,Tenant5990,11/10/2010,
Unit2146,Tenant5991,10/10/2011,
Unit3912,Tenant5992,21/02/2011,
Unit7640,Tenant5993,11/10/2010,
Unit1606,Tenant5994,11/10/2010,
Unit8429,Tenant5995,11/10/2010,
Unit8539,Tenant5996,11/10/2010,
Unit1790,Tenant5997,22/07/2016,
Unit9262,Tenant5998,11/10/2010,
Unit3956,Tenant5999,11/10/2010,
Unit4371,Tenant6000,20/08/2012,07/04/2019
Unit4371,Tenant6001,13/05/2019,
Unit2508,Tenant6002,11/10/2010,21/03/2021
Unit4024,Tenant6003,19/01/2017,24/10/2019
Unit4024,Tenant6004,24/10/2019,
Unit2783,Tenant6005,11/10/2010,
Unit5430,Tenant6006,11/10/2010,
Unit7105,Tenant6007,11/10/2010,
Unit7175,Tenant6008,15/07/2011,
Unit8111,Tenant6009,11/10/2010,
Unit1294,Tenant6010,22/08/2016,
Unit2893,Tenant6011,11/10/2010,
Unit8172,Tenant6012,11/10/2010,
Unit7860,Tenant6013,11/10/2010,
Unit7702,Tenant6014,11/10/2010,
Unit6594,Tenant6015,11/10/2010,
Unit2992,Tenant6016,11/10/2010,
Unit3875,Tenant6017,25/06/2007,
Unit589,Tenant6018,28/07/2003,
Unit6219,Tenant6019,05/04/1999,
Unit9644,Tenant6020,26/06/2006,
Unit5683,Tenant6021,24/08/2009,
Unit110,Tenant6022,26/03/2013,
Unit1690,Tenant6023,21/05/2001,
Unit3483,Tenant6024,03/01/2000,
Unit2749,Tenant6025,02/10/2017,
Unit6137,Tenant6026,15/07/2013,
Unit8564,Tenant6027,19/02/1996,
Unit1946,Tenant6028,20/10/1997,
Unit7212,Tenant6029,19/07/1999,
Unit2800,Tenant6030,19/04/1993,
Unit8736,Tenant6031,24/09/2001,
Unit9936,Tenant6032,11/03/1996,
Unit6614,Tenant6033,30/08/2004,
Unit9318,Tenant6034,02/04/2001,
Unit1227,Tenant6035,14/02/2011,
Unit9535,Tenant6036,07/11/2005,
Unit4430,Tenant6037,27/09/2010,05/05/2019
Unit4430,Tenant6038,29/07/2019,
Unit5066,Tenant6039,24/11/2001,
Unit6251,Tenant6040,19/08/2002,
Unit4113,Tenant6041,11/11/2002,
Unit2436,Tenant6042,11/10/2010,
Unit1959,Tenant6043,11/10/2010,
Unit601,Tenant6044,11/10/2010,
Unit2141,Tenant6045,02/04/2018,
Unit1745,Tenant6046,20/11/2015,
Unit4695,Tenant6047,20/12/2010,
Unit3582,Tenant6048,14/11/2011,
Unit702,Tenant6049,11/12/2017,
Unit5103,Tenant6050,11/10/2010,17/09/2019
Unit5103,Tenant6051,17/09/2019,
Unit4612,Tenant6052,09/11/2015,
Unit4872,Tenant6053,18/07/2011,
Unit8758,Tenant6054,24/10/2011,
Unit7347,Tenant6055,26/09/2011,
Unit3592,Tenant6056,07/05/2012,24/05/2020
Unit9162,Tenant6057,28/03/2011,
Unit6065,Tenant6058,12/09/2011,
Unit9610,Tenant6059,30/01/2012,
Unit6708,Tenant6060,17/08/2017,
Unit5564,Tenant6061,19/03/2012,
Unit550,Tenant6062,11/12/2017,
Unit7542,Tenant6063,18/07/2016,
Unit2857,Tenant6064,11/10/2010,
Unit7284,Tenant6065,08/05/2017,
Unit9228,Tenant6066,22/01/2018,
Unit6347,Tenant6067,17/06/2011,25/10/2019
Unit5915,Tenant6068,02/06/2017,
Unit6318,Tenant6069,31/10/2013,
Unit7076,Tenant6070,30/09/2013,
Unit7535,Tenant6071,25/04/2013,
Unit6741,Tenant6072,03/03/2014,
Unit152,Tenant6073,15/04/2013,
Unit1821,Tenant6074,27/08/2012,
Unit1583,Tenant6075,13/04/2009,
Unit390,Tenant6076,21/10/2002,
Unit2850,Tenant6077,09/12/2002,
Unit8906,Tenant6078,24/02/2003,
Unit4565,Tenant6079,14/12/2009,
Unit9911,Tenant6080,22/03/2004,
Unit1756,Tenant6081,08/06/2020,
Unit1756,Tenant6082,19/02/2018,19/04/2020
Unit2164,Tenant6083,11/10/2010,
Unit9427,Tenant6084,11/10/2010,
Unit557,Tenant6085,05/12/2011,
Unit1156,Tenant6086,22/11/2010,
Unit5691,Tenant6087,30/05/2011,
Unit5046,Tenant6088,18/02/2016,
Unit9557,Tenant6089,06/07/2018,
Unit5941,Tenant6090,25/07/2011,
Unit2642,Tenant6091,07/04/2014,
Unit836,Tenant6092,01/08/2011,
Unit7184,Tenant6093,29/07/2011,
Unit7977,Tenant6094,28/11/2011,
Unit5412,Tenant6095,24/10/2011,
Unit8419,Tenant6096,07/01/1991,
Unit3807,Tenant6097,20/06/2011,
Unit2975,Tenant6098,24/06/1996,
Unit1193,Tenant6099,13/11/2000,
Unit9901,Tenant6100,17/08/2009,
Unit6362,Tenant6101,04/04/2005,30/08/2020
Unit2856,Tenant6102,11/08/2011,08/02/2019
Unit2856,Tenant6103,08/02/2019,
Unit8024,Tenant6104,09/05/2017,
Unit8078,Tenant6105,21/06/2011,
Unit7215,Tenant6106,28/03/2016,01/11/2020
Unit7215,Tenant6107,02/11/2020,
Unit1591,Tenant6108,25/06/2018,
Unit3859,Tenant6109,16/03/2015,
Unit9367,Tenant6110,11/10/2010,
Unit4179,Tenant6111,04/08/2017,
Unit2238,Tenant6112,11/10/2010,
Unit9578,Tenant6113,02/10/2018,
Unit3633,Tenant6114,11/10/2010,
Unit1432,Tenant6115,11/10/2010,
Unit7203,Tenant6116,11/10/2010,
Unit6698,Tenant6117,11/10/2010,
Unit60,Tenant6118,11/10/2010,
Unit5314,Tenant6119,11/10/2010,
Unit359,Tenant6120,11/10/2010,
Unit5482,Tenant6121,11/10/2010,
Unit9330,Tenant6122,11/10/2010,
Unit4493,Tenant6123,06/02/2017,
Unit7322,Tenant6124,23/03/2018,
Unit2652,Tenant6125,22/02/2011,
Unit9249,Tenant6126,13/06/2014,
Unit3730,Tenant6127,05/05/2015,
Unit6101,Tenant6128,18/10/2010,
Unit9446,Tenant6129,27/06/2011,06/07/2020
Unit9446,Tenant6130,01/10/2020,
Unit781,Tenant6131,22/07/2002,
Unit1814,Tenant6132,28/04/2008,
Unit7262,Tenant6133,02/12/2002,
Unit6121,Tenant6134,25/05/1998,
Unit6666,Tenant6135,03/01/1994,
Unit5716,Tenant6136,06/10/2008,22/09/2019
Unit5716,Tenant6137,20/10/2020,
Unit401,Tenant6138,23/02/2009,
Unit9258,Tenant6139,11/01/2016,
Unit383,Tenant6140,11/04/2016,
Unit2847,Tenant6141,01/12/2008,23/08/2020
Unit2847,Tenant6142,24/08/2020,
Unit8076,Tenant6143,28/07/2008,
Unit496,Tenant6144,17/12/2007,
Unit600,Tenant6145,17/11/2008,
Unit6845,Tenant6146,25/03/2002,
Unit7152,Tenant6147,20/06/2011,
Unit1182,Tenant6148,09/12/2002,
Unit6025,Tenant6149,11/02/2019,09/08/2020
Unit9316,Tenant6150,08/11/2004,
Unit8379,Tenant6151,24/10/2005,
Unit2933,Tenant6152,06/03/2006,
Unit2911,Tenant6153,15/05/2006,
Unit4330,Tenant6154,09/08/2010,
Unit8615,Tenant6155,22/12/2008,
Unit3051,Tenant6156,15/06/2015,18/12/2020
Unit7402,Tenant6157,09/06/2008,
Unit6795,Tenant6158,20/02/2012,
Unit4633,Tenant6159,17/05/2019,
Unit1663,Tenant6160,16/08/2012,
Unit697,Tenant6161,11/07/2011,
Unit6857,Tenant6162,23/04/2012,28/02/2019
Unit6857,Tenant6163,28/02/2019,
Unit9157,Tenant6164,18/06/2012,
Unit3520,Tenant6165,27/10/2011,13/08/2019
Unit5697,Tenant6166,12/10/2015,
Unit7018,Tenant6167,11/07/2011,
Unit7617,Tenant6168,11/07/2011,
Unit7683,Tenant6169,28/10/2019,
Unit1882,Tenant6170,05/09/2016,
Unit5923,Tenant6171,04/11/2013,
Unit3037,Tenant6172,18/07/2011,
Unit4029,Tenant6173,28/10/2013,
Unit996,Tenant6174,17/12/2012,
Unit6475,Tenant6175,19/04/2013,
Unit2350,Tenant6176,02/03/2020,
Unit805,Tenant6177,07/05/2012,
Unit3558,Tenant6178,11/10/2010,
Unit2103,Tenant6179,31/01/2014,18/12/2020
Unit2103,Tenant6180,18/12/2020,
Unit8655,Tenant6181,11/10/2010,
Unit5753,Tenant6182,11/10/2010,
Unit4352,Tenant6183,08/08/2013,
Unit5346,Tenant6184,06/12/2010,
Unit9797,Tenant6185,15/08/2011,
Unit2274,Tenant6186,18/04/2018,
Unit4226,Tenant6187,24/02/2003,
Unit9075,Tenant6188,10/03/2003,
Unit1961,Tenant6189,08/09/2003,
Unit9617,Tenant6190,08/09/2003,
Unit1467,Tenant6191,24/04/2017,27/12/2020
Unit7063,Tenant6192,22/03/2004,
Unit5131,Tenant6193,04/04/2005,
Unit7994,Tenant6194,01/10/2007,
Unit9201,Tenant6195,25/12/2006,
Unit9188,Tenant6196,27/11/2006,
Unit5249,Tenant6197,13/08/2007,
Unit9257,Tenant6198,06/03/2015,
Unit1769,Tenant6199,20/03/2008,16/10/2019
Unit1769,Tenant6200,16/10/2019,
Unit6014,Tenant6201,30/06/2008,
Unit9913,Tenant6202,20/03/2009,
Unit2530,Tenant6203,22/12/2008,
Unit1340,Tenant6204,11/04/2008,
Unit2846,Tenant6205,13/11/2017,13/09/2020
Unit2846,Tenant6206,23/11/2020,
Unit6070,Tenant6207,07/07/2016,
Unit3139,Tenant6208,08/06/2017,
Unit5029,Tenant6209,01/10/2012,18/10/2020
Unit5895,Tenant6210,16/12/2013,
Unit1286,Tenant6211,12/12/2011,
Unit8521,Tenant6212,30/04/2012,
Unit5828,Tenant6213,29/09/2016,
Unit8129,Tenant6214,02/05/2016,
Unit6584,Tenant6215,06/04/2009,
Unit6644,Tenant6216,04/04/2016,
Unit368,Tenant6217,02/02/2004,
Unit5631,Tenant6218,29/05/2017,
Unit4172,Tenant6219,02/05/2005,
Unit1303,Tenant6220,10/10/2005,
Unit6441,Tenant6221,01/02/2006,
Unit2896,Tenant6222,04/12/2006,
Unit7959,Tenant6223,23/04/2007,
Unit6269,Tenant6224,07/11/2018,
Unit4116,Tenant6225,21/08/2015,
Unit762,Tenant6226,22/12/2008,
Unit7896,Tenant6227,06/08/2001,08/11/2020
Unit7896,Tenant6228,09/11/2020,
Unit8607,Tenant6229,13/05/2002,
Unit2025,Tenant6230,27/03/2017,17/05/2020
Unit1577,Tenant6231,22/03/2004,12/01/2020
Unit1577,Tenant6232,17/02/2020,
Unit7271,Tenant6233,30/09/2002,
Unit3629,Tenant6234,14/01/1990,
Unit7009,Tenant6235,07/10/2002,
Unit8031,Tenant6236,14/03/1983,
Unit6419,Tenant6237,14/01/2019,
Unit1874,Tenant6238,20/12/2013,23/11/2019
Unit1874,Tenant6239,27/02/2020,
Unit3044,Tenant6240,21/07/2011,
Unit1714,Tenant6241,14/10/2011,
Unit4506,Tenant6242,27/06/2011,
Unit579,Tenant6243,30/01/2012,
Unit6003,Tenant6244,18/07/2011,
Unit9154,Tenant6245,06/11/2012,
Unit5361,Tenant6246,27/06/2016,
Unit705,Tenant6247,08/09/2003,
Unit6142,Tenant6248,21/06/2004,08/11/2020
Unit3918,Tenant6249,21/06/2004,
Unit6312,Tenant6250,05/07/2004,22/12/2019
Unit6312,Tenant6251,04/11/2019,13/12/2020
Unit6229,Tenant6252,07/05/2012,13/12/2020
Unit6229,Tenant6253,14/12/2020,
Unit6247,Tenant6254,04/04/2005,
Unit5058,Tenant6255,12/12/2005,
Unit2306,Tenant6256,19/12/2005,
Unit6045,Tenant6257,19/12/2005,
Unit1568,Tenant6258,05/06/2006,
Unit4662,Tenant6259,30/10/2006,
Unit1411,Tenant6260,19/02/2007,
Unit7997,Tenant6261,13/10/2008,13/10/2019
Unit5829,Tenant6262,25/08/2018,31/03/2020
Unit5829,Tenant6263,11/07/2020,
Unit775,Tenant6264,27/12/2004,
Unit2414,Tenant6265,07/02/2005,
Unit4085,Tenant6266,28/02/2011,
Unit9032,Tenant6267,01/11/2005,
Unit457,Tenant6268,19/12/2005,
Unit8745,Tenant6269,03/04/2006,
Unit7663,Tenant6270,21/07/2008,
Unit7482,Tenant6271,13/10/2008,
Unit9436,Tenant6272,24/10/2016,
Unit6670,Tenant6273,22/12/2008,
Unit2078,Tenant6274,26/10/2009,
Unit9226,Tenant6275,14/03/2019,
Unit4841,Tenant6276,23/09/2017,29/10/2019
Unit4841,Tenant6277,28/11/2019,
Unit3265,Tenant6278,08/12/2014,23/02/2020
Unit3265,Tenant6279,27/04/2020,
Unit9481,Tenant6280,12/09/2016,
Unit329,Tenant6281,30/09/2002,
Unit1812,Tenant6282,10/11/2008,
Unit237,Tenant6283,11/04/2016,
Unit9751,Tenant6284,04/04/2016,
Unit2929,Tenant6285,17/04/2006,
Unit6518,Tenant6286,25/11/2016,
Unit37,Tenant6287,01/05/2017,
Unit7651,Tenant6288,02/12/2002,
Unit1218,Tenant6289,04/10/1993,
Unit6831,Tenant6290,01/12/1997,
Unit3651,Tenant6291,03/05/1993,
Unit2506,Tenant6292,17/06/2013,
Unit1528,Tenant6293,20/12/1982,
Unit1878,Tenant6294,14/11/2011,
Unit6994,Tenant6295,11/10/2004,
Unit2520,Tenant6296,13/11/2000,
Unit6418,Tenant6297,06/08/1989,
Unit8281,Tenant6298,08/09/1991,
Unit9004,Tenant6299,16/04/2018,
Unit1440,Tenant6300,27/06/1988,
Unit1158,Tenant6301,04/12/2017,
Unit302,Tenant6302,29/04/2013,
Unit1618,Tenant6303,02/07/2018,
Unit4204,Tenant6304,09/08/2004,
Unit3214,Tenant6305,29/11/2016,
Unit5494,Tenant6306,16/07/2015,
Unit2395,Tenant6307,18/08/2008,
Unit7351,Tenant6308,07/07/2008,
Unit9862,Tenant6309,09/05/2011,
Unit2288,Tenant6310,09/12/2013,
Unit2168,Tenant6311,03/04/2017,
Unit7390,Tenant6312,26/02/2007,10/01/2021
Unit679,Tenant6313,05/08/2019,
Unit679,Tenant6314,16/09/2002,04/08/2019
Unit9696,Tenant6315,21/11/1994,
Unit5079,Tenant6316,03/12/2018,
Unit6570,Tenant6317,25/07/2005,
Unit8855,Tenant6318,01/03/1982,
Unit5088,Tenant6319,03/03/2003,
Unit1129,Tenant6320,07/07/2008,23/09/2019
Unit1129,Tenant6321,23/09/2019,
Unit3057,Tenant6322,31/12/2012,
Unit6084,Tenant6323,07/07/2008,
Unit3200,Tenant6324,07/09/2009,
Unit8885,Tenant6325,07/07/2008,
Unit2211,Tenant6326,19/11/2001,
Unit3815,Tenant6327,26/06/1989,
Unit38,Tenant6328,27/02/2012,
Unit2682,Tenant6329,23/01/1995,
